chr	pos.cM	loci	Xchr	pos.bp	pos.Kb		
1	544.2370348	X1_3556404	X1	3556404	3556.404		
1	544.2370349	X1_3556407	X1	3556407	3556.407		
1	544.6103998	X1_3556587	X1	3556587	3556.587		
1	544.6103999	X1_3556609	X1	3556609	3556.609		
1	544.6104	X1_3556628	X1	3556628	3556.628		
1	544.9839115	X1_3566851	X1	3566851	3566.851		
1	545.3572081	X1_3566943	X1	3566943	3566.943		
1	545.3572082	X1_3566954	X1	3566954	3566.954		
1	545.3572083	X1_3567537	X1	3567537	3567.537		
1	545.3572084	X1_3567649	X1	3567649	3567.649		
1	545.3572085	X1_3570052	X1	3570052	3570.052		
1	545.3572086	X1_3570143	X1	3570143	3570.143		
1	545.3572087	X1_3570464	X1	3570464	3570.464		
1	545.3572088	X1_3571559	X1	3571559	3571.559		
1	545.3572089	X1_3571562	X1	3571562	3571.562		
1	545.357209	X1_3571598	X1	3571598	3571.598		
1	545.3572091	X1_3571619	X1	3571619	3571.619		
1	545.3572092	X1_3571703	X1	3571703	3571.703		
1	545.7285101	X1_3571760	X1	3571760	3571.76		
1	545.7285102	X1_3575744	X1	3575744	3575.744		
1	546.1037454	X1_3582284	X1	3582284	3582.284		
1	546.1037455	X1_3582307	X1	3582307	3582.307		
1	546.1037456	X1_3582315	X1	3582315	3582.315		
1	546.1037457	X1_3582323	X1	3582323	3582.323		
1	546.1037458	X1_3582333	X1	3582333	3582.333		
1	546.4770605	X1_3582426	X1	3582426	3582.426		
1	546.4770606	X1_3582472	X1	3582472	3582.472		
1	546.4770607	X1_3582479	X1	3582479	3582.479		
1	546.4770608	X1_3582540	X1	3582540	3582.54		
1	546.4770609	X1_3582799	X1	3582799	3582.799		
1	546.477061	X1_3582800	X1	3582800	3582.8		
1	546.4770611	X1_3582812	X1	3582812	3582.812		
1	546.4770612	X1_3582857	X1	3582857	3582.857		
1	546.4770613	X1_3582862	X1	3582862	3582.862		
1	546.4770614	X1_3582957	X1	3582957	3582.957		
1	546.4770615	X1_3582987	X1	3582987	3582.987		
1	546.4770616	X1_3583109	X1	3583109	3583.109		
1	546.8501977	X1_3587809	X1	3587809	3587.809		
1	546.8501978	X1_3587822	X1	3587822	3587.822		
1	546.8501979	X1_3587893	X1	3587893	3587.893		
1	546.850198	X1_3588069	X1	3588069	3588.069		
1	546.8501981	X1_3588105	X1	3588105	3588.105		
1	546.8501982	X1_3588120	X1	3588120	3588.12		
1	546.8501983	X1_3588122	X1	3588122	3588.122		
1	546.8501984	X1_3588375	X1	3588375	3588.375		
1	546.8501985	X1_3588448	X1	3588448	3588.448		
1	546.8501986	X1_3596506	X1	3596506	3596.506		
1	546.8501987	X1_3596529	X1	3596529	3596.529		
1	546.8501988	X1_3596561	X1	3596561	3596.561		
1	546.8501989	X1_3596563	X1	3596563	3596.563		
1	546.850199	X1_3596633	X1	3596633	3596.633		
1	546.8501991	X1_3596637	X1	3596637	3596.637		
1	546.8501992	X1_3596673	X1	3596673	3596.673		
1	546.8501993	X1_3596745	X1	3596745	3596.745		
1	546.8501994	X1_3597552	X1	3597552	3597.552		
1	546.8501995	X1_3598077	X1	3598077	3598.077		
1	546.8501996	X1_3598795	X1	3598795	3598.795		
1	546.8501997	X1_3601325	X1	3601325	3601.325		
1	546.8501998	X1_3601853	X1	3601853	3601.853		
1	546.8501999	X1_3601863	X1	3601863	3601.863		
1	546.8502	X1_3602190	X1	3602190	3602.19		
1	546.8502001	X1_3603616	X1	3603616	3603.616		
1	546.8502002	X1_3603665	X1	3603665	3603.665		
1	546.8502003	X1_3603868	X1	3603868	3603.868		
1	546.8502004	X1_3604062	X1	3604062	3604.062		
1	546.8502005	X1_3604259	X1	3604259	3604.259		
1	546.8502006	X1_3604480	X1	3604480	3604.48		
1	546.8502007	X1_3607938	X1	3607938	3607.938		
1	546.8502008	X1_3607961	X1	3607961	3607.961		
1	547.2233366	X1_3608018	X1	3608018	3608.018		
1	547.2233367	X1_3608118	X1	3608118	3608.118		
1	547.2233368	X1_3608142	X1	3608142	3608.142		
1	547.2233369	X1_3608500	X1	3608500	3608.5		
1	547.223337	X1_3608754	X1	3608754	3608.754		
1	547.2233371	X1_3608760	X1	3608760	3608.76		
1	547.2233372	X1_3608764	X1	3608764	3608.764		
1	547.2233373	X1_3609056	X1	3609056	3609.056		
1	547.2233374	X1_3609214	X1	3609214	3609.214		
1	547.2233375	X1_3610732	X1	3610732	3610.732		
1	547.2233376	X1_3610760	X1	3610760	3610.76		
1	547.2233377	X1_3610768	X1	3610768	3610.768		
1	547.2233378	X1_3610958	X1	3610958	3610.958		
1	547.2233379	X1_3610959	X1	3610959	3610.959		
1	547.223338	X1_3610990	X1	3610990	3610.99		
1	547.2233381	X1_3611305	X1	3611305	3611.305		
1	547.2233382	X1_3611315	X1	3611315	3611.315		
1	547.2233383	X1_3611325	X1	3611325	3611.325		
1	547.2233384	X1_3611349	X1	3611349	3611.349		
1	547.2233385	X1_3611376	X1	3611376	3611.376		
1	547.5964746	X1_3618581	X1	3618581	3618.581		
1	547.5964747	X1_3618590	X1	3618590	3618.59		
1	547.5964748	X1_3618599	X1	3618599	3618.599		
1	547.5964749	X1_3618603	X1	3618603	3618.603		
1	547.596475	X1_3618629	X1	3618629	3618.629		
1	547.5964751	X1_3618635	X1	3618635	3618.635		
1	547.5964752	X1_3618668	X1	3618668	3618.668		
1	547.5964753	X1_3618669	X1	3618669	3618.669		
1	547.5964754	X1_3618724	X1	3618724	3618.724		
1	547.5964755	X1_3618800	X1	3618800	3618.8		
1	547.5964756	X1_3618816	X1	3618816	3618.816		
1	547.5964757	X1_3618969	X1	3618969	3618.969		
1	547.5964758	X1_3619023	X1	3619023	3619.023		
1	547.9696118	X1_3620510	X1	3620510	3620.51		
1	547.9696119	X1_3620526	X1	3620526	3620.526		
1	547.969612	X1_3620640	X1	3620640	3620.64		
1	547.9696121	X1_3620644	X1	3620644	3620.644		
1	547.9696122	X1_3621013	X1	3621013	3621.013		
1	547.9696123	X1_3622616	X1	3622616	3622.616		
1	547.9696124	X1_3622922	X1	3622922	3622.922		
1	547.9696125	X1_3622925	X1	3622925	3622.925		
1	547.9696126	X1_3622940	X1	3622940	3622.94		
1	547.9696127	X1_3626022	X1	3626022	3626.022		
1	547.9696128	X1_3626028	X1	3626028	3626.028		
1	547.9696129	X1_3626043	X1	3626043	3626.043		
1	547.969613	X1_3626046	X1	3626046	3626.046		
1	547.9696131	X1_3626079	X1	3626079	3626.079		
1	547.9696132	X1_3626088	X1	3626088	3626.088		
1	547.9696133	X1_3626091	X1	3626091	3626.091		
1	547.9696134	X1_3626094	X1	3626094	3626.094		
1	547.9696135	X1_3626097	X1	3626097	3626.097		
1	547.9696136	X1_3626103	X1	3626103	3626.103		
1	547.9696137	X1_3626109	X1	3626109	3626.109		
1	547.9696138	X1_3626112	X1	3626112	3626.112		
1	547.9696139	X1_3626130	X1	3626130	3626.13		
1	547.969614	X1_3626196	X1	3626196	3626.196		
1	547.9696141	X1_3626202	X1	3626202	3626.202		
1	547.9696142	X1_3626232	X1	3626232	3626.232		
1	547.9696143	X1_3626286	X1	3626286	3626.286		
1	547.9696144	X1_3626941	X1	3626941	3626.941		
1	547.9696145	X1_3630099	X1	3630099	3630.099		
1	547.9696146	X1_3630111	X1	3630111	3630.111		
1	547.9696147	X1_3630145	X1	3630145	3630.145		
1	547.9696148	X1_3630199	X1	3630199	3630.199		
1	547.9696149	X1_3630213	X1	3630213	3630.213		
1	547.969615	X1_3630216	X1	3630216	3630.216		
1	547.9696151	X1_3630228	X1	3630228	3630.228		
1	547.9696152	X1_3630243	X1	3630243	3630.243		
1	547.9696153	X1_3630312	X1	3630312	3630.312		
1	547.9696154	X1_3630454	X1	3630454	3630.454		
1	547.9696155	X1_3630456	X1	3630456	3630.456		
1	547.9696156	X1_3630489	X1	3630489	3630.489		
1	547.9696157	X1_3630504	X1	3630504	3630.504		
1	547.9696158	X1_3630531	X1	3630531	3630.531		
1	547.9696159	X1_3630765	X1	3630765	3630.765		
1	547.969616	X1_3630819	X1	3630819	3630.819		
1	547.9696161	X1_3630933	X1	3630933	3630.933		
1	547.9696162	X1_3630939	X1	3630939	3630.939		
1	547.9696163	X1_3630947	X1	3630947	3630.947		
1	547.9696164	X1_3630975	X1	3630975	3630.975		
1	547.9696165	X1_3631007	X1	3631007	3631.007		
1	547.9696166	X1_3631008	X1	3631008	3631.008		
1	547.9696167	X1_3631024	X1	3631024	3631.024		
1	547.9696168	X1_3631029	X1	3631029	3631.029		
1	547.9696169	X1_3631050	X1	3631050	3631.05		
1	547.969617	X1_3631053	X1	3631053	3631.053		
1	547.9696171	X1_3631074	X1	3631074	3631.074		
1	547.9696172	X1_3631086	X1	3631086	3631.086		
1	547.9696173	X1_3631095	X1	3631095	3631.095		
1	547.9696174	X1_3631362	X1	3631362	3631.362		
1	547.9696175	X1_3631398	X1	3631398	3631.398		
1	547.9696176	X1_3631410	X1	3631410	3631.41		
1	547.9696177	X1_3631464	X1	3631464	3631.464		
1	547.9696178	X1_3631479	X1	3631479	3631.479		
1	547.9696179	X1_3631542	X1	3631542	3631.542		
1	547.969618	X1_3631593	X1	3631593	3631.593		
1	547.9696181	X1_3631608	X1	3631608	3631.608		
1	547.9696182	X1_3631659	X1	3631659	3631.659		
1	547.9696183	X1_3631665	X1	3631665	3631.665		
1	548.3428495	X1_3638943	X1	3638943	3638.943		
1	548.7162191	X1_3639034	X1	3639034	3639.034		
1	548.7162192	X1_3639045	X1	3639045	3639.045		
1	548.7162193	X1_3639046	X1	3639046	3639.046		
1	548.7162194	X1_3639048	X1	3639048	3639.048		
1	549.0897858	X1_3639073	X1	3639073	3639.073		
1	549.0897859	X1_3639074	X1	3639074	3639.074		
1	549.089786	X1_3639078	X1	3639078	3639.078		
1	549.0897861	X1_3639085	X1	3639085	3639.085		
1	549.0897862	X1_3639087	X1	3639087	3639.087		
1	549.0897863	X1_3639102	X1	3639102	3639.102		
1	549.0897864	X1_3639104	X1	3639104	3639.104		
1	549.8393419	X1_3639170	X1	3639170	3639.17		
1	549.839342	X1_3639378	X1	3639378	3639.378		
1	549.8393421	X1_3639648	X1	3639648	3639.648		
1	550.5884856	X1_3644318	X1	3644318	3644.318		
1	550.5884857	X1_3644438	X1	3644438	3644.438		
1	550.5884858	X1_3644439	X1	3644439	3644.439		
1	550.5884859	X1_3644440	X1	3644440	3644.44		
1	550.588486	X1_3644456	X1	3644456	3644.456		
1	550.5884861	X1_3644630	X1	3644630	3644.63		
1	550.5884862	X1_3644642	X1	3644642	3644.642		
1	550.5884863	X1_3644698	X1	3644698	3644.698		
1	550.5884864	X1_3644915	X1	3644915	3644.915		
1	550.5884865	X1_3645155	X1	3645155	3645.155		
1	550.5884866	X1_3649932	X1	3649932	3649.932		
1	550.5884867	X1_3649939	X1	3649939	3649.939		
1	550.5884868	X1_3649970	X1	3649970	3649.97		
1	550.5884869	X1_3650045	X1	3650045	3650.045		
1	550.588487	X1_3650050	X1	3650050	3650.05		
1	550.5884871	X1_3650053	X1	3650053	3650.053		
1	550.5884872	X1_3650105	X1	3650105	3650.105		
1	550.5884873	X1_3650111	X1	3650111	3650.111		
1	550.5884874	X1_3650142	X1	3650142	3650.142		
1	550.5884875	X1_3650372	X1	3650372	3650.372		
1	550.5884876	X1_3651525	X1	3651525	3651.525		
1	550.5884877	X1_3651802	X1	3651802	3651.802		
1	550.5884878	X1_3651981	X1	3651981	3651.981		
1	550.5884879	X1_3652001	X1	3652001	3652.001		
1	550.588488	X1_3652034	X1	3652034	3652.034		
1	550.5884881	X1_3652052	X1	3652052	3652.052		
1	550.5884882	X1_3652074	X1	3652074	3652.074		
1	550.5884883	X1_3652111	X1	3652111	3652.111		
1	550.5884884	X1_3652119	X1	3652119	3652.119		
1	550.5884885	X1_3652120	X1	3652120	3652.12		
1	550.5884886	X1_3652183	X1	3652183	3652.183		
1	550.5884887	X1_3652275	X1	3652275	3652.275		
1	550.5884888	X1_3652312	X1	3652312	3652.312		
1	550.9616248	X1_3661930	X1	3661930	3661.93		
1	550.9616249	X1_3661937	X1	3661937	3661.937		
1	550.961625	X1_3661940	X1	3661940	3661.94		
1	550.9616251	X1_3661955	X1	3661955	3661.955		
1	550.9616252	X1_3662076	X1	3662076	3662.076		
1	550.9616253	X1_3662374	X1	3662374	3662.374		
1	550.9616254	X1_3662860	X1	3662860	3662.86		
1	550.9616255	X1_3662869	X1	3662869	3662.869		
1	550.9616256	X1_3662879	X1	3662879	3662.879		
1	550.9616257	X1_3662890	X1	3662890	3662.89		
1	550.9616258	X1_3663009	X1	3663009	3663.009		
1	550.9616259	X1_3663030	X1	3663030	3663.03		
1	550.961626	X1_3663056	X1	3663056	3663.056		
1	550.9616261	X1_3663121	X1	3663121	3663.121		
1	550.9616262	X1_3663159	X1	3663159	3663.159		
1	550.9616263	X1_3663261	X1	3663261	3663.261		
1	550.9616264	X1_3663264	X1	3663264	3663.264		
1	550.9616265	X1_3663285	X1	3663285	3663.285		
1	550.9616266	X1_3663819	X1	3663819	3663.819		
1	550.9616267	X1_3664056	X1	3664056	3664.056		
1	550.9616268	X1_3664282	X1	3664282	3664.282		
1	550.9616269	X1_3668739	X1	3668739	3668.739		
1	550.961627	X1_3669589	X1	3669589	3669.589		
1	551.71074	X1_3676357	X1	3676357	3676.357		
1	551.7107401	X1_3676381	X1	3676381	3676.381		
1	551.7107402	X1_3680364	X1	3680364	3680.364		
1	552.4598342	X1_3683038	X1	3683038	3683.038		
1	552.4598343	X1_3683190	X1	3683190	3683.19		
1	552.4598344	X1_3683697	X1	3683697	3683.697		
1	552.4598345	X1_3683703	X1	3683703	3683.703		
1	552.4598346	X1_3683740	X1	3683740	3683.74		
1	552.4598347	X1_3683744	X1	3683744	3683.744		
1	552.4598348	X1_3683746	X1	3683746	3683.746		
1	552.4598349	X1_3683747	X1	3683747	3683.747		
1	552.459835	X1_3683771	X1	3683771	3683.771		
1	552.4598351	X1_3683775	X1	3683775	3683.775		
1	552.4598352	X1_3683810	X1	3683810	3683.81		
1	552.4598353	X1_3683849	X1	3683849	3683.849		
1	552.4598354	X1_3683951	X1	3683951	3683.951		
1	552.4598355	X1_3685611	X1	3685611	3685.611		
1	552.4598356	X1_3686265	X1	3686265	3686.265		
1	552.4598357	X1_3688664	X1	3688664	3688.664		
1	552.4598358	X1_3688937	X1	3688937	3688.937		
1	552.4598359	X1_3689054	X1	3689054	3689.054		
1	552.459836	X1_3689062	X1	3689062	3689.062		
1	552.4598361	X1_3689099	X1	3689099	3689.099		
1	552.4598362	X1_3690588	X1	3690588	3690.588		
1	552.4598363	X1_3690724	X1	3690724	3690.724		
1	552.4598364	X1_3692606	X1	3692606	3692.606		
1	552.4598365	X1_3692822	X1	3692822	3692.822		
1	552.4598366	X1_3705177	X1	3705177	3705.177		
1	552.8329727	X1_3713810	X1	3713810	3713.81		
1	552.8329728	X1_3713816	X1	3713816	3713.816		
1	552.8329729	X1_3713819	X1	3713819	3713.819		
1	552.832973	X1_3713831	X1	3713831	3713.831		
1	552.8329731	X1_3713835	X1	3713835	3713.835		
1	552.8329732	X1_3713873	X1	3713873	3713.873		
1	552.8329733	X1_3714017	X1	3714017	3714.017		
1	552.8329734	X1_3714020	X1	3714020	3714.02		
1	552.8329735	X1_3714029	X1	3714029	3714.029		
1	552.8329736	X1_3714050	X1	3714050	3714.05		
1	552.8329737	X1_3714074	X1	3714074	3714.074		
1	552.8329738	X1_3714134	X1	3714134	3714.134		
1	552.8329739	X1_3714137	X1	3714137	3714.137		
1	552.832974	X1_3714341	X1	3714341	3714.341		
1	552.8329741	X1_3714350	X1	3714350	3714.35		
1	553.3938152	X1_3714380	X1	3714380	3714.38		
1	553.3938153	X1_3714413	X1	3714413	3714.413		
1	553.3938154	X1_3714419	X1	3714419	3714.419		
1	553.3938155	X1_3714450	X1	3714450	3714.45		
1	553.9546567	X1_3714497	X1	3714497	3714.497		
1	553.9546568	X1_3714569	X1	3714569	3714.569		
1	553.9546569	X1_3714809	X1	3714809	3714.809		
1	553.954657	X1_3714881	X1	3714881	3714.881		
1	553.9546571	X1_3714929	X1	3714929	3714.929		
1	553.9546572	X1_3714947	X1	3714947	3714.947		
1	553.9546573	X1_3714949	X1	3714949	3714.949		
1	553.9546574	X1_3714994	X1	3714994	3714.994		
1	553.9546575	X1_3715543	X1	3715543	3715.543		
1	553.9546576	X1_3715702	X1	3715702	3715.702		
1	553.9546577	X1_3715703	X1	3715703	3715.703		
1	553.9546578	X1_3715704	X1	3715704	3715.704		
1	553.9546579	X1_3715709	X1	3715709	3715.709		
1	553.954658	X1_3715720	X1	3715720	3715.72		
1	553.9546581	X1_3715721	X1	3715721	3715.721		
1	553.9546582	X1_3715745	X1	3715745	3715.745		
1	553.9546583	X1_3715749	X1	3715749	3715.749		
1	553.9546584	X1_3715757	X1	3715757	3715.757		
1	553.9546585	X1_3715760	X1	3715760	3715.76		
1	553.9546586	X1_3715761	X1	3715761	3715.761		
1	553.9546587	X1_3715796	X1	3715796	3715.796		
1	553.9546588	X1_3715800	X1	3715800	3715.8		
1	553.9546589	X1_3715821	X1	3715821	3715.821		
1	554.9572796	X1_3722512	X1	3722512	3722.512		
1	554.9572797	X1_3722515	X1	3722515	3722.515		
1	554.9572798	X1_3722518	X1	3722518	3722.518		
1	555.4558273	X1_3722578	X1	3722578	3722.578		
1	555.4558274	X1_3722633	X1	3722633	3722.633		
1	555.4558275	X1_3722638	X1	3722638	3722.638		
1	555.4558276	X1_3722659	X1	3722659	3722.659		
1	555.4558277	X1_3722671	X1	3722671	3722.671		
1	555.4558278	X1_3722677	X1	3722677	3722.677		
1	555.4558279	X1_3722689	X1	3722689	3722.689		
1	556.0165937	X1_3723052	X1	3723052	3723.052		
1	556.5782377	X1_3723433	X1	3723433	3723.433		
1	556.5782378	X1_3723436	X1	3723436	3723.436		
1	556.5782379	X1_3723450	X1	3723450	3723.45		
1	557.3279705	X1_3727760	X1	3727760	3727.76		
1	557.3279706	X1_3727811	X1	3727811	3727.811		
1	557.3279707	X1_3728247	X1	3728247	3728.247		
1	557.3279708	X1_3728255	X1	3728255	3728.255		
1	557.3279709	X1_3728258	X1	3728258	3728.258		
1	557.327971	X1_3728317	X1	3728317	3728.317		
1	557.3279711	X1_3729859	X1	3729859	3729.859		
1	558.0770594	X1_3745439	X1	3745439	3745.439		
1	558.0770595	X1_3746879	X1	3746879	3746.879		
1	558.0770596	X1_3746932	X1	3746932	3746.932		
1	558.0770597	X1_3748241	X1	3748241	3748.241		
1	558.0770598	X1_3748262	X1	3748262	3748.262		
1	558.0770599	X1_3748268	X1	3748268	3748.268		
1	558.07706	X1_3748274	X1	3748274	3748.274		
1	558.0770601	X1_3748280	X1	3748280	3748.28		
1	558.0770602	X1_3748286	X1	3748286	3748.286		
1	558.0770603	X1_3748295	X1	3748295	3748.295		
1	558.0770604	X1_3748298	X1	3748298	3748.298		
1	558.0770605	X1_3748370	X1	3748370	3748.37		
1	558.0770606	X1_3748445	X1	3748445	3748.445		
1	558.0770607	X1_3748475	X1	3748475	3748.475		
1	558.0770608	X1_3748488	X1	3748488	3748.488		
1	558.4502074	X1_3748765	X1	3748765	3748.765		
1	558.4502075	X1_3749053	X1	3749053	3749.053		
1	558.4502076	X1_3749059	X1	3749059	3749.059		
1	558.4502077	X1_3749095	X1	3749095	3749.095		
1	558.4502078	X1_3749101	X1	3749101	3749.101		
1	558.4502079	X1_3749110	X1	3749110	3749.11		
1	558.450208	X1_3749119	X1	3749119	3749.119		
1	558.4502081	X1_3749137	X1	3749137	3749.137		
1	558.8233439	X1_3749231	X1	3749231	3749.231		
1	558.823344	X1_3749254	X1	3749254	3749.254		
1	558.8233441	X1_3750062	X1	3750062	3750.062		
1	558.8233442	X1_3750161	X1	3750161	3750.161		
1	558.8233443	X1_3750621	X1	3750621	3750.621		
1	558.8233444	X1_3754315	X1	3754315	3754.315		
1	558.8233445	X1_3754413	X1	3754413	3754.413		
1	558.8233446	X1_3755103	X1	3755103	3755.103		
1	558.8233447	X1_3759789	X1	3759789	3759.789		
1	558.8233448	X1_3760036	X1	3760036	3760.036		
1	558.8233449	X1_3760083	X1	3760083	3760.083		
1	558.823345	X1_3760098	X1	3760098	3760.098		
1	558.8233451	X1_3761808	X1	3761808	3761.808		
1	558.8233452	X1_3762748	X1	3762748	3762.748		
1	558.8233453	X1_3766083	X1	3766083	3766.083		
1	558.8233454	X1_3766183	X1	3766183	3766.183		
1	558.8233455	X1_3766201	X1	3766201	3766.201		
1	559.1964815	X1_3766288	X1	3766288	3766.288		
1	559.1964816	X1_3774423	X1	3774423	3774.423		
1	559.1964817	X1_3775977	X1	3775977	3775.977		
1	559.1964818	X1_3775983	X1	3775983	3775.983		
1	559.1964819	X1_3776058	X1	3776058	3776.058		
1	559.196482	X1_3776289	X1	3776289	3776.289		
1	559.1964821	X1_3776409	X1	3776409	3776.409		
1	559.1964822	X1_3776433	X1	3776433	3776.433		
1	559.5699348	X1_3776529	X1	3776529	3776.529		
1	559.5699349	X1_3776541	X1	3776541	3776.541		
1	559.569935	X1_3776552	X1	3776552	3776.552		
1	559.5699351	X1_3776570	X1	3776570	3776.57		
1	559.5699352	X1_3776571	X1	3776571	3776.571		
1	560.3193319	X1_3780270	X1	3780270	3780.27		
1	560.319332	X1_3780384	X1	3780384	3780.384		
1	560.3193321	X1_3780481	X1	3780481	3780.481		
1	560.3193322	X1_3780760	X1	3780760	3780.76		
1	560.3193323	X1_3780775	X1	3780775	3780.775		
1	560.3193324	X1_3780937	X1	3780937	3780.937		
1	560.3193325	X1_3781004	X1	3781004	3781.004		
1	560.3193326	X1_3781020	X1	3781020	3781.02		
1	560.3193327	X1_3789779	X1	3789779	3789.779		
1	560.3193328	X1_3789794	X1	3789794	3789.794		
1	560.3193329	X1_3790024	X1	3790024	3790.024		
1	560.319333	X1_3790607	X1	3790607	3790.607		
1	560.3193331	X1_3794898	X1	3794898	3794.898		
1	560.3193332	X1_3794911	X1	3794911	3794.911		
1	560.3193333	X1_3795491	X1	3795491	3795.491		
1	560.3193334	X1_3796129	X1	3796129	3796.129		
1	560.3193335	X1_3801079	X1	3801079	3801.079		
1	560.3193336	X1_3801209	X1	3801209	3801.209		
1	560.3193337	X1_3801364	X1	3801364	3801.364		
1	560.3193338	X1_3801491	X1	3801491	3801.491		
1	560.3193339	X1_3801492	X1	3801492	3801.492		
1	560.69247	X1_3812944	X1	3812944	3812.944		
1	560.6924701	X1_3813021	X1	3813021	3813.021		
1	560.6924702	X1_3813022	X1	3813022	3813.022		
1	560.6924703	X1_3813052	X1	3813052	3813.052		
1	560.6924704	X1_3813058	X1	3813058	3813.058		
1	560.6924705	X1_3813062	X1	3813062	3813.062		
1	560.6924706	X1_3813116	X1	3813116	3813.116		
1	560.6924707	X1_3813282	X1	3813282	3813.282		
1	560.6924708	X1_3813462	X1	3813462	3813.462		
1	560.6924709	X1_3813495	X1	3813495	3813.495		
1	561.4415485	X1_3821394	X1	3821394	3821.394		
1	561.4415486	X1_3821452	X1	3821452	3821.452		
1	561.4415487	X1_3822478	X1	3822478	3822.478		
1	561.4415488	X1_3822937	X1	3822937	3822.937		
1	561.4415489	X1_3823536	X1	3823536	3823.536		
1	561.441549	X1_3823605	X1	3823605	3823.605		
1	561.4415491	X1_3825462	X1	3825462	3825.462		
1	561.4415492	X1_3825628	X1	3825628	3825.628		
1	561.4415493	X1_3825859	X1	3825859	3825.859		
1	561.4415494	X1_3831837	X1	3831837	3831.837		
1	561.4415495	X1_3831864	X1	3831864	3831.864		
1	561.4415496	X1_3831882	X1	3831882	3831.882		
1	561.4415497	X1_3831898	X1	3831898	3831.898		
1	561.4415498	X1_3831904	X1	3831904	3831.904		
1	561.4415499	X1_3831912	X1	3831912	3831.912		
1	561.44155	X1_3831921	X1	3831921	3831.921		
1	561.4415501	X1_3831976	X1	3831976	3831.976		
1	561.4415502	X1_3832109	X1	3832109	3832.109		
1	561.4415503	X1_3832120	X1	3832120	3832.12		
1	561.4415504	X1_3832272	X1	3832272	3832.272		
1	561.4415505	X1_3836462	X1	3836462	3836.462		
1	561.4415506	X1_3836472	X1	3836472	3836.472		
1	561.4415507	X1_3836481	X1	3836481	3836.481		
1	561.4415508	X1_3836510	X1	3836510	3836.51		
1	561.4415509	X1_3836590	X1	3836590	3836.59		
1	561.441551	X1_3836615	X1	3836615	3836.615		
1	561.4415511	X1_3836633	X1	3836633	3836.633		
1	561.4415512	X1_3836660	X1	3836660	3836.66		
1	561.4415513	X1_3836669	X1	3836669	3836.669		
1	561.4415514	X1_3836853	X1	3836853	3836.853		
1	561.4415515	X1_3837141	X1	3837141	3837.141		
1	561.8148049	X1_3837216	X1	3837216	3837.216		
1	562.1881053	X1_3842773	X1	3842773	3842.773		
1	562.5612486	X1_3846885	X1	3846885	3846.885		
1	562.5612487	X1_3849514	X1	3849514	3849.514		
1	562.5612488	X1_3851564	X1	3851564	3851.564		
1	562.5612489	X1_3851582	X1	3851582	3851.582		
1	562.561249	X1_3851764	X1	3851764	3851.764		
1	562.5612491	X1_3851867	X1	3851867	3851.867		
1	562.5612492	X1_3851928	X1	3851928	3851.928		
1	562.5612493	X1_3869484	X1	3869484	3869.484		
1	562.5612494	X1_3869494	X1	3869494	3869.494		
1	562.5612495	X1_3869495	X1	3869495	3869.495		
1	562.5612496	X1_3878836	X1	3878836	3878.836		
1	562.5612497	X1_3883278	X1	3883278	3883.278		
1	562.5612498	X1_3883279	X1	3883279	3883.279		
1	562.5612499	X1_3883292	X1	3883292	3883.292		
1	562.56125	X1_3883315	X1	3883315	3883.315		
1	562.5612501	X1_3883319	X1	3883319	3883.319		
1	562.5612502	X1_3883509	X1	3883509	3883.509		
1	562.5612503	X1_3883520	X1	3883520	3883.52		
1	562.5612504	X1_3883565	X1	3883565	3883.565		
1	562.5612505	X1_3890485	X1	3890485	3890.485		
1	562.934539	X1_3894960	X1	3894960	3894.96		
1	563.3078276	X1_3897761	X1	3897761	3897.761		
1	563.3078277	X1_3897942	X1	3897942	3897.942		
1	563.3078278	X1_3899390	X1	3899390	3899.39		
1	563.3078279	X1_3899547	X1	3899547	3899.547		
1	563.307828	X1_3900722	X1	3900722	3900.722		
1	563.6809646	X1_3908200	X1	3908200	3908.2		
1	563.6809647	X1_3908284	X1	3908284	3908.284		
1	564.0541011	X1_3908682	X1	3908682	3908.682		
1	564.0541012	X1_3908728	X1	3908728	3908.728		
1	564.0541013	X1_3908895	X1	3908895	3908.895		
1	564.0541014	X1_3908922	X1	3908922	3908.922		
1	564.0541015	X1_3908940	X1	3908940	3908.94		
1	564.4272374	X1_3908992	X1	3908992	3908.992		
1	564.4272375	X1_3909010	X1	3909010	3909.01		
1	564.4272376	X1_3909041	X1	3909041	3909.041		
1	564.4272377	X1_3909050	X1	3909050	3909.05		
1	564.4272378	X1_3909084	X1	3909084	3909.084		
1	564.4272379	X1_3909121	X1	3909121	3909.121		
1	564.427238	X1_3909133	X1	3909133	3909.133		
1	564.4272381	X1_3910062	X1	3910062	3910.062		
1	564.4272382	X1_3910647	X1	3910647	3910.647		
1	564.4272383	X1_3910713	X1	3910713	3910.713		
1	564.4272384	X1_3910721	X1	3910721	3910.721		
1	564.4272385	X1_3910737	X1	3910737	3910.737		
1	564.4272386	X1_3910759	X1	3910759	3910.759		
1	564.4272387	X1_3911072	X1	3911072	3911.072		
1	564.4272388	X1_3911446	X1	3911446	3911.446		
1	569.924016	X1_3937979	X1	3937979	3937.979		
1	569.9240161	X1_3938222	X1	3938222	3938.222		
1	569.9240162	X1_3938249	X1	3938249	3938.249		
1	569.9240163	X1_3938526	X1	3938526	3938.526		
1	569.9240164	X1_3938567	X1	3938567	3938.567		
