chr pos.cM loci Xchr pos.bp pos.Kb
2 216.404105340581 X2_1775937 X2 1775937 1775.937
2 216.404105440581 X2_1775956 X2 1775956 1775.956
2 216.404105540581 X2_1776132 X2 1776132 1776.132
2 216.404105640581 X2_1776279 X2 1776279 1776.279
2 217.471721584325 X2_1778350 X2 1778350 1778.35
2 217.471721684325 X2_1778446 X2 1778446 1778.446
2 217.471721784325 X2_1778609 X2 1778609 1778.609
2 217.471721884325 X2_1778669 X2 1778669 1778.669
2 217.471721984325 X2_1778694 X2 1778694 1778.694
2 217.471722084325 X2_1778846 X2 1778846 1778.846
2 217.471722184325 X2_1779002 X2 1779002 1779.002
2 218.895209704483 X2_1788519 X2 1788519 1788.519
2 218.895209804483 X2_1788648 X2 1788648 1788.648
2 218.895209904483 X2_1788873 X2 1788873 1788.873
2 218.895210004483 X2_1788957 X2 1788957 1788.957
2 218.895210104483 X2_1789008 X2 1789008 1789.008
2 218.895210204483 X2_1789026 X2 1789026 1789.026
2 218.895210304483 X2_1789167 X2 1789167 1789.167
2 218.895210404483 X2_1789215 X2 1789215 1789.215
2 218.895210504483 X2_1789217 X2 1789217 1789.217
2 218.895210604483 X2_1789269 X2 1789269 1789.269
2 218.895210704483 X2_1789323 X2 1789323 1789.323
2 218.895210804483 X2_1789347 X2 1789347 1789.347
2 218.895210904483 X2_1789356 X2 1789356 1789.356
2 218.895211004483 X2_1789374 X2 1789374 1789.374
2 218.895211104483 X2_1789446 X2 1789446 1789.446
2 218.895211204483 X2_1789460 X2 1789460 1789.46
2 218.895211304483 X2_1789488 X2 1789488 1789.488
2 218.895211404483 X2_1789712 X2 1789712 1789.712
2 218.895211504483 X2_1790009 X2 1790009 1790.009
2 218.895211604483 X2_1790028 X2 1790028 1790.028
2 218.895211704483 X2_1790049 X2 1790049 1790.049
2 218.895211804483 X2_1790055 X2 1790055 1790.055
2 218.895211904483 X2_1790057 X2 1790057 1790.057
2 218.895212004483 X2_1790085 X2 1790085 1790.085
2 218.895212104483 X2_1790133 X2 1790133 1790.133
2 218.895212204483 X2_1790160 X2 1790160 1790.16
2 218.895212304483 X2_1790180 X2 1790180 1790.18
2 218.895212404483 X2_1790194 X2 1790194 1790.194
2 218.895212504483 X2_1792124 X2 1792124 1792.124
2 218.895212604483 X2_1792147 X2 1792147 1792.147
2 218.895212704483 X2_1792203 X2 1792203 1792.203
2 218.895212804483 X2_1792428 X2 1792428 1792.428
2 218.895212904483 X2_1792546 X2 1792546 1792.546
2 218.895213004483 X2_1792564 X2 1792564 1792.564
2 218.895213104483 X2_1792611 X2 1792611 1792.611
2 218.895213204483 X2_1793301 X2 1793301 1793.301
2 218.895213304483 X2_1793318 X2 1793318 1793.318
2 218.895213404483 X2_1793381 X2 1793381 1793.381
2 218.895213504483 X2_1793400 X2 1793400 1793.4
2 218.895213604483 X2_1793468 X2 1793468 1793.468
2 218.895213704483 X2_1793667 X2 1793667 1793.667
2 218.895213804483 X2_1793695 X2 1793695 1793.695
2 218.895213904483 X2_1793727 X2 1793727 1793.727
2 218.895214004483 X2_1793789 X2 1793789 1793.789
2 218.895214104483 X2_1793818 X2 1793818 1793.818
2 218.895214204483 X2_1794027 X2 1794027 1794.027
2 218.895214304483 X2_1794071 X2 1794071 1794.071
2 218.895214404483 X2_1794090 X2 1794090 1794.09
2 218.895214504483 X2_1794196 X2 1794196 1794.196
2 218.895214604483 X2_1794203 X2 1794203 1794.203
2 218.895214704483 X2_1794229 X2 1794229 1794.229
2 218.895214804483 X2_1794231 X2 1794231 1794.231
2 218.895214904483 X2_1794239 X2 1794239 1794.239
2 219.251272374516 X2_1794305 X2 1794305 1794.305
2 219.251272474516 X2_1794307 X2 1794307 1794.307
2 219.251272574516 X2_1795093 X2 1795093 1795.093
2 219.251272674516 X2_1795098 X2 1795098 1795.098
2 219.607330841789 X2_1795134 X2 1795134 1795.134
2 219.607330941789 X2_1795213 X2 1795213 1795.213
2 219.607331041789 X2_1795259 X2 1795259 1795.259
2 219.607331141789 X2_1795279 X2 1795279 1795.279
2 219.607331241789 X2_1795280 X2 1795280 1795.28
2 219.607331341789 X2_1795285 X2 1795285 1795.285
2 219.607331441789 X2_1795297 X2 1795297 1795.297
2 219.607331541789 X2_1795299 X2 1795299 1795.299
2 219.607331641789 X2_1795300 X2 1795300 1795.3
2 219.607331741789 X2_1795309 X2 1795309 1795.309
2 219.607331841789 X2_1795334 X2 1795334 1795.334
2 219.607331941789 X2_1795347 X2 1795347 1795.347
2 219.607332041789 X2_1795351 X2 1795351 1795.351
2 219.607332141789 X2_1795366 X2 1795366 1795.366
2 219.607332241789 X2_1795380 X2 1795380 1795.38
2 219.607332341789 X2_1799302 X2 1799302 1799.302
2 219.607332441789 X2_1799313 X2 1799313 1799.313
2 219.607332541789 X2_1799332 X2 1799332 1799.332
2 219.607332641789 X2_1839928 X2 1839928 1839.928
2 219.607332741789 X2_1887930 X2 1887930 1887.93
2 219.607332841789 X2_1890861 X2 1890861 1890.861
2 219.607332941789 X2_1891065 X2 1891065 1891.065
2 219.607333041789 X2_1891075 X2 1891075 1891.075
2 219.607333141789 X2_1896570 X2 1896570 1896.57
2 219.607333241789 X2_1897001 X2 1897001 1897.001
2 219.607333341789 X2_1897834 X2 1897834 1897.834
2 219.607333441789 X2_1898175 X2 1898175 1898.175
2 219.607333541789 X2_1901164 X2 1901164 1901.164
2 219.607333641789 X2_1901189 X2 1901189 1901.189
2 219.607333741789 X2_1901233 X2 1901233 1901.233
2 219.607333841789 X2_1901237 X2 1901237 1901.237
2 219.607333941789 X2_1901269 X2 1901269 1901.269
2 219.607334041789 X2_1901356 X2 1901356 1901.356
2 219.607334141789 X2_1901357 X2 1901357 1901.357
2 219.607334241789 X2_1903785 X2 1903785 1903.785
2 220.319078033808 X2_1907296 X2 1907296 1907.296
2 220.319078133808 X2_1908325 X2 1908325 1908.325
2 220.319078233808 X2_1909219 X2 1909219 1909.219
2 220.319078333808 X2_1909297 X2 1909297 1909.297
2 220.319078433808 X2_1914465 X2 1914465 1914.465
2 220.319078533808 X2_1914471 X2 1914471 1914.471
2 221.655993578382 X2_1920316 X2 1920316 1920.316
2 222.100126105477 X2_1920681 X2 1920681 1920.681
2 222.100126205477 X2_1924616 X2 1924616 1924.616
2 222.100126305477 X2_1924772 X2 1924772 1924.772
2 222.100126405477 X2_1925638 X2 1925638 1925.638
2 222.100126505477 X2_1925677 X2 1925677 1925.677
2 222.100126605477 X2_1926873 X2 1926873 1926.873
2 222.100126705477 X2_1927161 X2 1927161 1927.161
2 222.100126805477 X2_1927680 X2 1927680 1927.68
2 222.100126905477 X2_1927693 X2 1927693 1927.693
2 222.100127005477 X2_1927707 X2 1927707 1927.707
2 222.100127105477 X2_1927726 X2 1927726 1927.726
2 222.100127205477 X2_1927734 X2 1927734 1927.734
2 222.100127305477 X2_1929207 X2 1929207 1929.207
2 222.100127405477 X2_1929213 X2 1929213 1929.213
2 222.100127505477 X2_1930267 X2 1930267 1930.267
2 222.100127605477 X2_1930278 X2 1930278 1930.278
2 222.100127705477 X2_1930297 X2 1930297 1930.297
2 222.100127805477 X2_1930398 X2 1930398 1930.398
2 222.100127905477 X2_1930417 X2 1930417 1930.417
2 222.100128005477 X2_1930516 X2 1930516 1930.516
2 222.100128105477 X2_1930884 X2 1930884 1930.884
2 222.100128205477 X2_1931280 X2 1931280 1931.28
2 222.100128305477 X2_1931294 X2 1931294 1931.294
2 223.523615844646 X2_1951506 X2 1951506 1951.506
2 223.523615944646 X2_1961445 X2 1961445 1961.445
2 223.523616044646 X2_1961454 X2 1961454 1961.454
2 223.523616144646 X2_1961468 X2 1961468 1961.468
2 223.523616244646 X2_1961473 X2 1961473 1961.473
2 223.523616344646 X2_1961478 X2 1961478 1961.478
2 223.523616444646 X2_1964673 X2 1964673 1964.673
2 223.523616544646 X2_1964938 X2 1964938 1964.938
2 223.523616644646 X2_1965848 X2 1965848 1965.848
2 223.523616744646 X2_1965866 X2 1965866 1965.866
2 223.879543226757 X2_1966083 X2 1966083 1966.083
2 223.879543326757 X2_1971032 X2 1971032 1971.032
2 223.879543426757 X2_1971039 X2 1971039 1971.039
2 223.879543526757 X2_1971041 X2 1971041 1971.041
2 223.879543626757 X2_1971046 X2 1971046 1971.046
2 223.879543726757 X2_1971054 X2 1971054 1971.054
2 223.879543826757 X2_1971060 X2 1971060 1971.06
2 223.879543926757 X2_1971072 X2 1971072 1971.072
2 224.23547023771 X2_1972465 X2 1972465 1972.465
2 224.23547033771 X2_1972600 X2 1972600 1972.6
2 224.23547043771 X2_1972634 X2 1972634 1972.634
2 224.23547053771 X2_1974576 X2 1974576 1974.576
2 225.658940374871 X2_1986350 X2 1986350 1986.35
2 225.658940474871 X2_1986669 X2 1986669 1986.669
2 226.371372050762 X2_1990826 X2 1990826 1990.826
2 226.371372150762 X2_1991009 X2 1991009 1991.009
2 226.371372250762 X2_1991028 X2 1991028 1991.028
2 226.371372350762 X2_1991076 X2 1991076 1991.076
2 226.371372450762 X2_1991078 X2 1991078 1991.078
2 226.371372550762 X2_1991080 X2 1991080 1991.08
2 226.371372650762 X2_1991094 X2 1991094 1991.094
2 226.371372750762 X2_1991108 X2 1991108 1991.108
2 226.371372850762 X2_1991117 X2 1991117 1991.117
2 226.371372950762 X2_1991120 X2 1991120 1991.12
2 226.371373050762 X2_1991125 X2 1991125 1991.125
2 226.371373150762 X2_1991153 X2 1991153 1991.153
2 226.371373250762 X2_1991199 X2 1991199 1991.199
2 226.371373350762 X2_1991223 X2 1991223 1991.223
2 226.371373450762 X2_1994342 X2 1994342 1994.342
2 226.371373550762 X2_1994347 X2 1994347 1994.347
2 226.371373650762 X2_1994368 X2 1994368 1994.368
2 226.371373750762 X2_1994385 X2 1994385 1994.385
2 226.371373850762 X2_1994392 X2 1994392 1994.392
2 226.371373950762 X2_1995698 X2 1995698 1995.698
2 226.371374050762 X2_1995719 X2 1995719 1995.719
2 226.371374150762 X2_1995730 X2 1995730 1995.73
2 226.371374250762 X2_1996434 X2 1996434 1996.434
2 226.371374350762 X2_1996451 X2 1996451 1996.451
2 226.371374450762 X2_1996463 X2 1996463 1996.463
2 226.371374550762 X2_1996825 X2 1996825 1996.825
2 226.371374650762 X2_1996855 X2 1996855 1996.855
2 226.371374750762 X2_1996908 X2 1996908 1996.908
2 226.371374850762 X2_1996924 X2 1996924 1996.924
2 227.438990509766 X2_2000897 X2 2000897 2000.897
2 227.438990609766 X2_2000908 X2 2000908 2000.908
2 227.438990709766 X2_2000916 X2 2000916 2000.916
2 227.438990809766 X2_2001135 X2 2001135 2001.135
2 227.438990909766 X2_2001171 X2 2001171 2001.171
2 227.438991009766 X2_2001392 X2 2001392 2001.392
2 227.438991109766 X2_2001437 X2 2001437 2001.437
2 227.438991209766 X2_2001472 X2 2001472 2001.472
2 228.150531923304 X2_2001862 X2 2001862 2001.862
2 228.150532023304 X2_2001973 X2 2001973 2001.973
2 228.150532123304 X2_2004975 X2 2004975 2004.975
2 228.150532223304 X2_2004984 X2 2004984 2004.984
2 228.150532323304 X2_2004987 X2 2004987 2004.987
2 228.150532423304 X2_2004988 X2 2004988 2004.988
2 228.150532523304 X2_2004990 X2 2004990 2004.99
2 229.22011253842 X2_2005423 X2 2005423 2005.423
2 229.22011263842 X2_2005438 X2 2005438 2005.438
2 229.22011273842 X2_2005462 X2 2005462 2005.462
2 229.22011283842 X2_2005467 X2 2005467 2005.467
2 231.360903915867 X2_2005512 X2 2005512 2005.512
2 231.360904015867 X2_2005542 X2 2005542 2005.542
2 231.360904115867 X2_2005556 X2 2005556 2005.556
2 231.360904215867 X2_2005577 X2 2005577 2005.577
2 233.50051289065 X2_2005790 X2 2005790 2005.79
2 233.50051299065 X2_2005857 X2 2005857 2005.857
2 233.50051309065 X2_2005973 X2 2005973 2005.973
2 233.50051319065 X2_2005974 X2 2005974 2005.974
2 233.50051329065 X2_2005997 X2 2005997 2005.997
2 233.50051339065 X2_2006096 X2 2006096 2006.096
2 233.50051349065 X2_2006123 X2 2006123 2006.123
2 233.50051359065 X2_2010007 X2 2010007 2010.007
2 233.50051369065 X2_2010031 X2 2010031 2010.031
2 233.50051379065 X2_2010043 X2 2010043 2010.043
2 233.50051389065 X2_2010046 X2 2010046 2010.046
2 233.50051399065 X2_2010048 X2 2010048 2010.048
2 233.50051409065 X2_2010053 X2 2010053 2010.053
2 233.50051419065 X2_2010057 X2 2010057 2010.057
2 233.50051429065 X2_2010091 X2 2010091 2010.091
2 233.50051439065 X2_2010096 X2 2010096 2010.096
2 233.50051449065 X2_2012523 X2 2012523 2012.523
2 233.50051459065 X2_2012536 X2 2012536 2012.536
2 233.50051469065 X2_2012559 X2 2012559 2012.559
2 233.50051479065 X2_2012562 X2 2012562 2012.562
2 233.50051489065 X2_2012586 X2 2012586 2012.586
2 233.50051499065 X2_2012622 X2 2012622 2012.622
2 233.50051509065 X2_2012694 X2 2012694 2012.694
2 233.50051519065 X2_2012710 X2 2012710 2012.71
2 233.50051529065 X2_2012721 X2 2012721 2012.721
2 233.50051539065 X2_2012745 X2 2012745 2012.745
2 233.50051549065 X2_2012757 X2 2012757 2012.757
2 233.50051559065 X2_2012923 X2 2012923 2012.923
2 233.50051569065 X2_2013094 X2 2013094 2013.094
2 233.50051579065 X2_2013281 X2 2013281 2013.281
2 233.50051589065 X2_2013323 X2 2013323 2013.323
2 233.50051599065 X2_2013338 X2 2013338 2013.338
2 233.50051609065 X2_2013398 X2 2013398 2013.398
2 233.50051619065 X2_2013458 X2 2013458 2013.458
2 233.50051629065 X2_2013837 X2 2013837 2013.837
2 233.50051639065 X2_2014102 X2 2014102 2014.102
2 233.50051649065 X2_2014108 X2 2014108 2014.108
2 233.856388177459 X2_2030741 X2 2030741 2030.741
2 233.856388277459 X2_2030759 X2 2030759 2030.759
2 233.856388377459 X2_2030882 X2 2030882 2030.882
2 233.856388477459 X2_2031195 X2 2031195 2031.195
2 233.856388577459 X2_2031241 X2 2031241 2031.241
2 233.856388677459 X2_2031483 X2 2031483 2031.483
2 233.856388777459 X2_2031485 X2 2031485 2031.485
2 233.856388877459 X2_2031497 X2 2031497 2031.497
2 233.856388977459 X2_2031498 X2 2031498 2031.498
2 233.856389077459 X2_2031523 X2 2031523 2031.523
2 233.856389177459 X2_2031546 X2 2031546 2031.546
2 233.856389277459 X2_2031566 X2 2031566 2031.566
2 233.856389377459 X2_2031587 X2 2031587 2031.587
2 233.856389477459 X2_2031611 X2 2031611 2031.611
2 233.856389577459 X2_2031751 X2 2031751 2031.751
2 233.856389677459 X2_2031758 X2 2031758 2031.758
2 233.856389777459 X2_2033234 X2 2033234 2033.234
2 233.856389877459 X2_2033265 X2 2033265 2033.265
2 233.856389977459 X2_2033272 X2 2033272 2033.272
2 233.856390077459 X2_2033280 X2 2033280 2033.28
2 233.856390177459 X2_2033288 X2 2033288 2033.288
2 233.856390277459 X2_2033315 X2 2033315 2033.315
2 233.856390377459 X2_2033324 X2 2033324 2033.324
2 233.856390477459 X2_2033344 X2 2033344 2033.344
2 233.856390577459 X2_2033403 X2 2033403 2033.403
2 233.856390677459 X2_2034166 X2 2034166 2034.166
2 233.856390777459 X2_2034208 X2 2034208 2034.208
2 233.856390877459 X2_2034447 X2 2034447 2034.447
2 233.856390977459 X2_2041831 X2 2041831 2041.831
2 233.856391077459 X2_2041838 X2 2041838 2041.838
2 233.856391177459 X2_2041845 X2 2041845 2041.845
2 233.856391277459 X2_2041875 X2 2041875 2041.875
2 233.856391377459 X2_2041893 X2 2041893 2041.893
2 234.924048477933 X2_2051526 X2 2051526 2051.526
2 234.924048577933 X2_2051551 X2 2051551 2051.551
2 234.924048677933 X2_2051606 X2 2051606 2051.606
2 234.924048777933 X2_2051634 X2 2051634 2051.634
2 234.924048877933 X2_2051901 X2 2051901 2051.901
2 234.924048977933 X2_2051944 X2 2051944 2051.944
2 234.924049077933 X2_2052017 X2 2052017 2052.017
2 235.991706045783 X2_2055324 X2 2055324 2055.324
2 235.991706145783 X2_2055367 X2 2055367 2055.367
2 235.991706245783 X2_2055726 X2 2055726 2055.726
2 235.991706345783 X2_2055770 X2 2055770 2055.77
2 235.991706445783 X2_2056130 X2 2056130 2056.13
2 236.347578331993 X2_2057878 X2 2057878 2057.878
2 236.347578431993 X2_2058782 X2 2058782 2058.782
2 236.347578531993 X2_2058859 X2 2058859 2058.859
2 236.347578631993 X2_2066662 X2 2066662 2066.662
2 236.347578731993 X2_2082845 X2 2082845 2082.845
2 236.347578831993 X2_2084029 X2 2084029 2084.029
2 236.347578931993 X2_2095481 X2 2095481 2095.481
2 236.347579031993 X2_2101810 X2 2101810 2101.81
2 236.347579131993 X2_2102081 X2 2102081 2102.081
2 236.347579231993 X2_2102169 X2 2102169 2102.169
2 236.347579331993 X2_2102442 X2 2102442 2102.442
2 236.347579431993 X2_2102488 X2 2102488 2102.488
2 236.347579531993 X2_2102645 X2 2102645 2102.645
2 236.347579631993 X2_2102646 X2 2102646 2102.646
2 236.347579731993 X2_2102793 X2 2102793 2102.793
2 236.347579831993 X2_2102805 X2 2102805 2102.805
2 236.347579931993 X2_2103367 X2 2103367 2103.367
2 236.347580031993 X2_2103414 X2 2103414 2103.414
2 236.347580131993 X2_2103806 X2 2103806 2103.806
2 236.347580231993 X2_2107238 X2 2107238 2107.238
2 236.347580331993 X2_2107848 X2 2107848 2107.848
2 236.347580431993 X2_2107918 X2 2107918 2107.918
2 236.347580531993 X2_2116849 X2 2116849 2116.849
2 236.347580631993 X2_2117101 X2 2117101 2117.101
2 236.347580731993 X2_2117110 X2 2117110 2117.11
2 239.83677972831 X2_2143992 X2 2143992 2143.992
2 240.271225167165 X2_2144122 X2 2144122 2144.122
2 240.271225267165 X2_2144172 X2 2144172 2144.172
2 240.271225367165 X2_2144176 X2 2144176 2144.176
2 240.271225467165 X2_2144178 X2 2144178 2144.178
2 240.271225567165 X2_2144195 X2 2144195 2144.195
2 240.271225667165 X2_2144222 X2 2144222 2144.222
2 240.271225767165 X2_2144232 X2 2144232 2144.232
2 240.271225867165 X2_2144237 X2 2144237 2144.237
2 240.627147932281 X2_2144533 X2 2144533 2144.533
2 240.627148032281 X2_2144937 X2 2144937 2144.937
2 242.409718722256 X2_2152266 X2 2152266 2152.266
2 242.409718822256 X2_2152281 X2 2152281 2152.281
2 242.409718922256 X2_2152285 X2 2152285 2152.285
2 242.409719022256 X2_2152288 X2 2152288 2152.288
2 242.409719122256 X2_2152302 X2 2152302 2152.302
2 242.409719222256 X2_2152307 X2 2152307 2152.307
2 242.409719322256 X2_2152308 X2 2152308 2152.308
2 242.409719422256 X2_2152323 X2 2152323 2152.323
2 242.409719522256 X2_2152328 X2 2152328 2152.328
2 242.409719622256 X2_2152340 X2 2152340 2152.34
2 243.302949383518 X2_2152353 X2 2152353 2152.353
2 243.302949483518 X2_2152366 X2 2152366 2152.366
2 243.302949583518 X2_2152385 X2 2152385 2152.385
2 243.302949683518 X2_2152427 X2 2152427 2152.427
2 243.302949783518 X2_2152434 X2 2152434 2152.434
2 244.19947206058 X2_2152440 X2 2152440 2152.44
2 244.19947216058 X2_2152450 X2 2152450 2152.45
2 244.19947226058 X2_2152454 X2 2152454 2152.454
2 244.19947236058 X2_2152458 X2 2152458 2152.458
2 244.19947246058 X2_2152463 X2 2152463 2152.463
2 244.19947256058 X2_2152475 X2 2152475 2152.475
2 247.058597078768 X2_2152994 X2 2152994 2152.994
2 247.058597178768 X2_2153012 X2 2153012 2153.012
2 247.058597278768 X2_2153022 X2 2153022 2153.022
2 247.058597378768 X2_2153060 X2 2153060 2153.06
2 247.058597478768 X2_2153082 X2 2153082 2153.082
2 247.058597578768 X2_2153084 X2 2153084 2153.084
2 248.483490049164 X2_2153275 X2 2153275 2153.275
2 248.483490149164 X2_2153326 X2 2153326 2153.326
2 248.483490249164 X2_2156849 X2 2156849 2156.849
2 248.483490349164 X2_2157154 X2 2157154 2157.154
2 248.483490449164 X2_2157175 X2 2157175 2157.175
2 248.483490549164 X2_2160007 X2 2160007 2160.007
2 248.483490649164 X2_2160283 X2 2160283 2160.283
2 248.839363087299 X2_2168026 X2 2168026 2168.026
2 249.195611604603 X2_2171341 X2 2171341 2171.341
2 249.551857398497 X2_2183198 X2 2183198 2183.198
2 249.551857498497 X2_2183229 X2 2183229 2183.229
2 249.551857598497 X2_2183401 X2 2183401 2183.401
2 249.551857698497 X2_2183736 X2 2183736 2183.736
2 249.551857798497 X2_2183895 X2 2183895 2183.895
2 249.551857898497 X2_2183914 X2 2183914 2183.914
2 249.551857998497 X2_2183972 X2 2183972 2183.972
2 249.551858098497 X2_2184009 X2 2184009 2184.009
2 249.551858198497 X2_2184012 X2 2184012 2184.012
2 249.551858298497 X2_2184015 X2 2184015 2184.015
2 249.551858398497 X2_2184042 X2 2184042 2184.042
2 249.90780358085 X2_2205379 X2 2205379 2205.379
2 249.90780368085 X2_2250885 X2 2250885 2250.885
2 249.90780378085 X2_2252198 X2 2252198 2252.198
2 249.90780388085 X2_2286466 X2 2286466 2286.466
2 250.382608537251 X2_2291187 X2 2291187 2291.187
2 251.333653547288 X2_2317272 X2 2317272 2317.272
2 251.333653647288 X2_2317704 X2 2317704 2317.704
2 251.333653747288 X2_2317710 X2 2317710 2317.71
2 251.333653847288 X2_2317711 X2 2317711 2317.711
2 251.333653947288 X2_2317727 X2 2317727 2317.727
2 251.333654047288 X2_2317731 X2 2317731 2317.731
2 251.333654147288 X2_2317736 X2 2317736 2317.736
2 251.333654247288 X2_2317759 X2 2317759 2317.759
2 251.333654347288 X2_2317805 X2 2317805 2317.805
2 251.333654447288 X2_2317807 X2 2317807 2317.807
2 251.333654547288 X2_2318067 X2 2318067 2318.067
2 251.333654647288 X2_2318179 X2 2318179 2318.179
2 251.333654747288 X2_2318197 X2 2318197 2318.197
2 251.333654847288 X2_2318388 X2 2318388 2318.388
2 251.333654947288 X2_2318391 X2 2318391 2318.391
2 251.333655047288 X2_2318454 X2 2318454 2318.454
2 251.333655147288 X2_2318477 X2 2318477 2318.477
2 251.333655247288 X2_2318510 X2 2318510 2318.51
2 251.333655347288 X2_2318523 X2 2318523 2318.523
2 251.333655447288 X2_2318533 X2 2318533 2318.533
2 251.333655547288 X2_2318625 X2 2318625 2318.625
2 252.045399319541 X2_2328574 X2 2328574 2328.574
2 252.045399419541 X2_2328642 X2 2328642 2328.642
2 252.045399519541 X2_2328901 X2 2328901 2328.901
2 252.045399619541 X2_2332097 X2 2332097 2332.097
2 252.045399719541 X2_2332161 X2 2332161 2332.161
2 252.045399819541 X2_2332225 X2 2332225 2332.225
2 252.045399919541 X2_2332271 X2 2332271 2332.271
2 252.045400019541 X2_2332289 X2 2332289 2332.289
2 252.045400119541 X2_2339841 X2 2339841 2339.841
2 252.045400219541 X2_2340659 X2 2340659 2340.659
2 252.045400319541 X2_2341039 X2 2341039 2341.039
2 252.045400419541 X2_2343068 X2 2343068 2343.068
2 252.045400519541 X2_2343176 X2 2343176 2343.176
2 252.401276319168 X2_2343317 X2 2343317 2343.317
2 252.401276419168 X2_2343329 X2 2343329 2343.329
2 252.401276519168 X2_2343347 X2 2343347 2343.347
2 252.401276619168 X2_2343412 X2 2343412 2343.412
2 252.401276719168 X2_2343446 X2 2343446 2343.446
2 252.401276819168 X2_2343477 X2 2343477 2343.477
2 252.401276919168 X2_2343527 X2 2343527 2343.527
2 252.401277019168 X2_2343533 X2 2343533 2343.533
2 252.401277119168 X2_2343541 X2 2343541 2343.541
2 252.401277219168 X2_2343552 X2 2343552 2343.552
2 252.401277319168 X2_2343569 X2 2343569 2343.569
2 252.401277419168 X2_2343599 X2 2343599 2343.599
2 252.757157333121 X2_2343671 X2 2343671 2343.671
2 252.757157433121 X2_2343680 X2 2343680 2343.68
2 252.757157533121 X2_2358708 X2 2358708 2358.708
2 252.757157633121 X2_2359004 X2 2359004 2359.004
2 253.113243544795 X2_2359154 X2 2359154 2359.154
2 253.113243644795 X2_2359163 X2 2359163 2359.163
2 253.113243744795 X2_2359165 X2 2359165 2359.165
2 253.113243844795 X2_2359166 X2 2359166 2359.166
2 253.113243944795 X2_2359170 X2 2359170 2359.17
2 253.113244044795 X2_2359171 X2 2359171 2359.171
2 253.46932516515 X2_2359175 X2 2359175 2359.175
2 253.46932526515 X2_2359196 X2 2359196 2359.196
2 253.46932536515 X2_2359286 X2 2359286 2359.286
2 253.469325465149 X2_2359313 X2 2359313 2359.313
2 253.469325565149 X2_2359405 X2 2359405 2359.405
2 253.46932566515 X2_2359424 X2 2359424 2359.424
2 253.46932576515 X2_2359834 X2 2359834 2359.834
2 253.46932586515 X2_2359913 X2 2359913 2359.913
2 253.469325965149 X2_2359990 X2 2359990 2359.99
2 253.469326065149 X2_2360002 X2 2360002 2360.002
2 253.46932616515 X2_2363700 X2 2363700 2363.7
2 253.46932626515 X2_2363706 X2 2363706 2363.706
2 253.469326365149 X2_2363730 X2 2363730 2363.73
2 253.469326465149 X2_2363736 X2 2363736 2363.736
2 253.469326565149 X2_2363859 X2 2363859 2363.859
2 253.46932666515 X2_2363868 X2 2363868 2363.868
2 253.46932676515 X2_2363889 X2 2363889 2363.889
2 253.469326865149 X2_2363907 X2 2363907 2363.907
2 253.469326965149 X2_2363946 X2 2363946 2363.946
2 253.469327065149 X2_2363958 X2 2363958 2363.958
2 253.46932716515 X2_2364222 X2 2364222 2364.222
2 253.46932726515 X2_2364276 X2 2364276 2364.276
2 253.469327365149 X2_2364300 X2 2364300 2364.3
2 253.469327465149 X2_2364351 X2 2364351 2364.351
2 253.46932756515 X2_2364762 X2 2364762 2364.762
2 253.46932766515 X2_2364810 X2 2364810 2364.81
2 253.46932776515 X2_2367117 X2 2367117 2367.117
2 253.469327865149 X2_2375573 X2 2375573 2375.573
2 253.469327965149 X2_2375582 X2 2375582 2375.582
2 253.46932806515 X2_2377985 X2 2377985 2377.985
2 253.46932816515 X2_2377992 X2 2377992 2377.992
2 253.825200051335 X2_2378187 X2 2378187 2378.187
2 253.825200151335 X2_2378309 X2 2378309 2378.309
2 253.825200251335 X2_2378545 X2 2378545 2378.545
2 253.825200351335 X2_2378563 X2 2378563 2378.563
2 253.825200451335 X2_2378583 X2 2378583 2378.583
2 253.825200551335 X2_2378843 X2 2378843 2378.843
2 253.825200651335 X2_2378860 X2 2378860 2378.86
2 253.825200751335 X2_2378891 X2 2378891 2378.891
2 253.825200851335 X2_2378966 X2 2378966 2378.966
2 253.825200951335 X2_2379035 X2 2379035 2379.035
2 253.825201051335 X2_2379057 X2 2379057 2379.057
2 256.672176092894 X2_2387944 X2 2387944 2387.944
2 256.672176192894 X2_2387980 X2 2387980 2387.98
2 256.672176292894 X2_2388092 X2 2388092 2388.092
2 256.672176392894 X2_2389775 X2 2389775 2389.775
2 256.672176492894 X2_2389841 X2 2389841 2389.841
2 256.672176592894 X2_2389945 X2 2389945 2389.945
2 256.672176692894 X2_2389947 X2 2389947 2389.947
2 258.097726536244 X2_2390687 X2 2390687 2390.687
2 258.097726636244 X2_2390699 X2 2390699 2390.699
2 258.097726736244 X2_2390726 X2 2390726 2390.726
2 258.097726836244 X2_2390729 X2 2390729 2390.729
2 258.097726936244 X2_2390751 X2 2390751 2390.751
2 258.808579484993 X2_2394112 X2 2394112 2394.112
2 260.952298934633 X2_2461891 X2 2461891 2461.891
2 260.952299034633 X2_2463750 X2 2463750 2463.75
2 260.952299134633 X2_2463909 X2 2463909 2463.909
2 260.952299234633 X2_2464095 X2 2464095 2464.095
2 260.952299334633 X2_2464205 X2 2464205 2464.205
2 260.952299434633 X2_2464306 X2 2464306 2464.306
2 275.20472246232 X2_2480958 X2 2480958 2480.958
2 289.426178583317 X2_2500525 X2 2500525 2500.525
2 289.426178683317 X2_2500609 X2 2500609 2500.609
